Condition,Voice_Sex,Voice,duration_ms,pitch_mean,pitch_stdev,intonation,glide,formant_dispersion,HNR,jitter,shimmer,alpha_ratio,Trustworthiness_VAS,Dominance_VAS,Attractiveness_VAS,Trustworthiness_z,Dominance_z,Attractiveness_z
RW,Female,gm_F24,428.4807256,189.370173,44.46799176,118.3778636,-105.3716814,1078.845637,16.01879621,0.004333613,0.027615307,1.940367612,284.26666666666665,311.6,200.05,0.13451327398202861,0.5529263440401355,-0.2446050637834442
RW,Male,AMS16,477.5963719,123.2656786,17.91083276,63.30357301,-25.70751001,923.1771155,9.370158623,0.004528937,0.02775693,1.662460387,253.01612903225808,351.18333333333334,190.4,-0.07166490830636434,0.9308102041825106,-0.31212859399574816
RW,Male,APW26,398.6394558,125.5302641,7.182506097,22.89650524,9.959063345,913.4098818,13.30975107,0.004745605,0.024020666,1.528095011,233.09677419354838,312.65,201.85,-0.22022877040506528,0.5707871917324593,-0.15681099498981343
RW,Male,DLS16,414.9659864,97.56558425,17.02733825,50.18968247,-35.463902,937.8662072,12.36687688,0.010320109,0.027442368,2.344537498,287.3709677419355,350.03333333333336,280.78333333333336,0.2585910363986558,0.9102914377321952,0.5350034473880776
RW,Male,MLS27,420.9750567,151.0086425,14.5034755,39.25612635,30.44672783,1127.658921,17.12247013,0.001670968,0.022477302,6.764889648,176.1290322580645,169.65,132.21666666666667,-0.7576038421818921,-0.6281925518961318,-0.8496803422550615
RW,Male,MON02,431.9501134,108.4033447,15.67331249,47.11542239,-35.11017981,1144.998195,12.22258135,0.006027431,0.045804462,1.971091077,271.4193548387097,299.98333333333335,221.58333333333334,0.11927080380019328,0.43974283631845956,0.025907496654622983
RW,Male,PMG30,470.6802721,123.2562265,13.76973124,46.22027657,-11.18163081,987.3011503,13.38710127,0.006340658,0.037885637,1.949166032,291.93548387096774,213.38333333333333,278.35,0.24418707086470928,-0.2571840535931824,0.5338289159161332
RW,Male,PPD02,434.2630385,93.88286763,3.474694355,16.06378009,-1.949649373,1055.036153,14.33402819,0.008594824,0.02581345,2.948441979,163.61290322580646,285.7,176.41666666666666,-0.9150716963291419,0.31742386000060074,-0.4853525118451377
RW,Male,SHD27,370.4081633,143.7847794,12.81994761,41.53060347,-6.639005006,1104.865105,10.99532623,0.007408377,0.033474733,2.889242002,278.3709677419355,293.81666666666666,215.31666666666666,0.17821944609474785,0.42630589119251433,-0.05351743614906161
RW,Male,SSN18,425.4195011,125.4123579,23.79712002,80.70952575,3.34871963,936.2167792,9.161495948,0.011982145,0.055615527,1.936024882,315.11290322580646,271.6333333333333,275.6,0.5146572118858908,0.24689810612178467,0.49003275740336943
RW,Male,WMS16,453.7641723,101.1255597,12.26474437,37.40354257,-17.24130879,1002.161418,12.41812774,0.009959424,0.02679383,2.175057398,264.9032258064516,323.75,223.2,0.051709972033932176,0.6637004083712839,0.08192276112084652
RW,Male,gm_M01,355.600907,103.2349471,10.80439435,39.43714144,-11.05927065,1091.301047,12.09165494,0.006168872,0.033612984,4.662302473,266.38709677419354,274.56666666666666,264.8666666666667,0.021017448085324106,0.2041043212354908,0.5241068990251216
RW,Male,gm_M03,327.8911565,144.2021562,4.42198365,18.90756681,-1.015559808,1051.866072,17.284574,0.011760857,0.026436906,2.249965278,214.3548387096774,99.96666666666667,153.95,-0.44146180208408614,-1.2138301837726069,-0.6207644262828771
RW,Male,gm_M04,531.3151927,146.6446933,32.144859,89.67684685,-57.69934678,1068.030903,14.82091313,0.003496871,0.017144324,1.890502743,294.758064516129,178.46666666666667,233.46666666666667,0.33312607867263,-0.5456884230268806,0.16245546243337172
RW,Male,gm_M06,431.8820862,107.236028,16.72445506,59.46572786,-34.84669801,1035.948886,12.15347243,0.012825604000000001,0.023413502,1.583830552,309.88709677419354,275.2,293.35,0.45689127532653667,0.2238150810552674,0.6848525609490533
RW,Male,gm_M07,284.7165533,117.8319711,3.823819382,13.53563006,1.043666763,1186.693502,12.83270993,0.010002674,0.021845795,2.564574719,177.48387096774192,177.55,178.21666666666667,-0.7286999209539093,-0.6260289408825781,-0.4097212992650657
RW,Male,gm_M08,336.7120181,104.018561,3.44227717,14.84712607,-2.540611281,1078.774,12.70242525,0.010485679,0.026877495,3.450124339,227.1451612903226,246.58333333333334,213.41666666666666,-0.33515611308394155,-0.025756389926522287,-0.03686210824641577
RW,Male,gm_M10,385.3741497,116.1449963,4.926628114,14.65570929,10.44980446,1056.52773,17.79733688,0.001977271,0.015088739,2.350707653,227.2258064516129,219.1,192.76666666666668,-0.330489535643621,-0.22043247078658412,-0.27363718808058896
RW,Male,gm_M11,381.0204082,157.8870356,14.82584026,42.23044989,23.47655804,1095.213963,17.16943038,0.00625733,0.017198211,2.688458451,271.0967741935484,196.98333333333332,215.2,0.06473675828311473,-0.4011916985671057,-0.01914987442669362
RW,Male,gm_M12,438.5260771,121.1390748,17.45585941,60.63699436,-29.74857237,1144.4634,16.00432516,0.007425552,0.021990883,3.586121282,261.14516129032256,259.81666666666666,226.95,-0.03634554548504278,0.09090790126026048,0.02048423542206658
RW,Male,gm_M13,501.5419501,115.4501851,24.56091746,72.13800679,-36.51410934,1184.969152,13.11956086,0.006178023,0.043339072,2.861623862,261.1774193548387,280.6166666666667,233.05,-0.025153829311521936,0.2759650188953404,0.18321906378714567
RW,Male,gm_M14,429.9773243,102.1474669,2.867673707,10.95178875,3.9605474,1056.26272,13.19055257,0.005498387,0.020184751,2.343289524,252.43548387096774,268.81666666666666,243.4,-0.11864801811710303,0.19566836579040986,0.19790451082772714
RW,Male,gm_M15,413.6961451,115.3868614,19.43283831,57.83107331,-22.52398466,1054.896295,13.11962164,0.011525264,0.024940321,2.483492961,303.14516129032256,271.96666666666664,277.26666666666665,0.3138231384759789,0.21268155681045411,0.5521842785208179
RW,Male,gm_M16,347.1882086,111.6488348,5.542504361,16.66352821,11.33010016,1074.434395,13.649458,0.00759095,0.029302059,2.21410618,246.5483870967742,256.21666666666664,251.46666666666667,-0.14991761222941966,0.11069284240767104,0.28639655019575866
RW,Male,gm_M17,376.2585034,136.5293244,22.9924509,75.45770302,-27.00327963,1117.477688,12.8736922,0.005718529,0.022805482,2.16517443,313.69354838709677,189.3,247.9,0.4810771944127814,-0.49215537494305756,0.2940534156452543
RW,Male,gm_M18,372.4489796,115.6039229,15.43387645,49.24456146,-30.07415804,1078.511009,12.25814626,0.005278375,0.024416165,1.861835444,296.43548387096774,249.78333333333333,273.7,0.2647761785750602,0.06656560261154106,0.479315040465711
RW,Male,gm_M19,423.9002268,93.56723735,6.573501137,28.33582478,-20.30799389,1132.923796,11.05165024,0.003545612,0.021319281,2.249569709,232.83870967741936,346.2,240.41666666666666,-0.25673967442800155,0.8782316541454671,0.08640105446976609
RW,Male,gm_M20,346.0544218,249.5030334,71.59245161,219.5020484,-61.03932586,1139.114628,13.10235779,0.007660815,0.035422817,1.975921471,321.6290322580645,139.66666666666666,243.1,0.6043689075350306,-0.8543670754726982,0.1751537371766825
RW,Male,gm_M21,528.8435374,113.9317392,22.48896022,73.7541187,-26.95280637,1045.657853,13.09519885,0.006378702,0.035763819,3.22841347,247.8548387096774,253.35,201.16666666666666,-0.13686636138239527,0.02824568210684972,-0.1661542715724824
RW,Male,gm_M22,480.3174603,95.7206344,1.912542671,7.414379358,1.935045286,979.8765225,17.95320592,0.005191731,0.017191726,2.191592113,212.5,265.5,217.96666666666667,-0.44203092797187143,0.15786713721078263,-0.080562348848587
RW,Male,gm_M23,340.952381,125.716351,25.66346026,68.06667939,-41.23767089,1040.109119,9.902749704,0.008167877,0.031716133,1.706451421,269.66129032258067,203.41666666666666,236.91666666666666,0.11493019758742831,-0.34092780229278885,0.18004258731338119
