"","Participant","MoveNum","Condition","Item","Row","cleanedReachOut","Task"
"4686",119,14,"Observed",12,3,600,"Real Object"
"4687",119,15,"Observed",6,2,566,"Real Object"
"4688",119,16,"Observed",9,3,800,"Real Object"
"4689",119,17,"Observed",15,4,566,"Real Object"
"4690",119,18,"Observed",14,4,700,"Real Object"
"4691",119,19,"Observed",16,4,766,"Real Object"
"4692",119,20,"Observed",8,2,NA,"Real Object"
"4693",119,21,"Observed",2,1,500,"Real Object"
"4694",119,22,"Observed",18,5,800,"Real Object"
"4695",119,23,"Observed",1,1,433,"Real Object"
"4696",119,24,"Observed",19,5,634,"Real Object"
"4697",119,25,"Observed",20,5,733,"Real Object"
"4698",119,26,"Observed",23,6,NA,"Real Object"
"4699",119,27,"Observed",3,1,266,"Real Object"
"4700",119,28,"Observed",23,6,700,"Real Object"
"4701",119,29,"Observed",22,6,633,"Real Object"
"4702",119,30,"Observed",24,6,633,"Real Object"
"4703",119,31,"Observed",2,1,433,"Real Object"
"4704",119,32,"Observed",24,6,734,"Real Object"
"4705",119,33,"Observed",21,6,733,"Real Object"
"4706",119,34,"Observed",17,5,567,"Real Object"
"4707",119,35,"Observed",19,5,700,"Real Object"
"4708",119,36,"Observed",18,5,600,"Real Object"
"4709",119,37,"Observed",15,4,567,"Real Object"
"4710",119,38,"Observed",1,1,466,"Real Object"
"4711",119,39,"Observed",20,5,700,"Real Object"
"4712",119,40,"Observed",11,3,600,"Real Object"
"4713",119,41,"Observed",16,4,1034,"Real Object"
"4714",119,42,"Observed",11,3,800,"Real Object"
"4715",119,43,"Observed",5,2,800,"Real Object"
"4716",119,44,"Observed",20,5,666,"Real Object"
"4717",119,45,"Observed",7,2,666,"Real Object"
"4718",119,46,"Observed",19,5,634,"Real Object"
"4719",119,47,"Observed",18,5,634,"Real Object"
"4720",119,48,"Observed",7,2,733,"Real Object"
"4721",119,49,"Observed",8,2,500,"Real Object"
"4722",119,50,"Observed",22,6,666,"Real Object"
"4723",119,51,"Observed",4,1,800,"Real Object"
"4724",119,52,"Observed",21,6,700,"Real Object"
"4725",119,53,"Observed",12,3,600,"Real Object"
"4726",119,54,"Observed",9,3,600,"Real Object"
"4727",119,55,"Observed",6,2,700,"Real Object"
"4728",119,56,"Observed",12,3,566,"Real Object"
"4729",119,57,"Observed",14,4,633,"Real Object"
"4730",119,58,"Observed",17,5,667,"Real Object"
"4731",119,59,"Observed",19,5,767,"Real Object"
"4732",119,60,"Observed",9,3,600,"Real Object"
"4733",131,1,"Observed",1,1,NA,"Real Object"
"4734",131,2,"Observed",3,1,366,"Real Object"
"4735",131,3,"Observed",6,2,466,"Real Object"
"4736",131,4,"Observed",8,2,533,"Real Object"
"4737",131,5,"Observed",5,2,433,"Real Object"
"4738",131,6,"Observed",9,3,1267,"Real Object"
"4739",131,7,"Observed",1,1,300,"Real Object"
"4740",131,8,"Observed",9,3,567,"Real Object"
"4741",131,9,"Observed",10,3,533,"Real Object"
"4742",131,10,"Observed",7,2,600,"Real Object"
"4743",131,11,"Observed",8,2,700,"Real Object"
"4744",131,12,"Observed",3,1,NA,"Real Object"
"4745",131,13,"Observed",11,3,1066,"Real Object"
"4746",131,14,"Observed",2,1,233,"Real Object"
"4747",131,15,"Observed",12,3,1233,"Real Object"
"4748",131,16,"Observed",5,2,467,"Real Object"
"4749",131,17,"Observed",11,3,433,"Real Object"
"4750",131,18,"Observed",3,1,267,"Real Object"
"4751",131,19,"Observed",7,2,667,"Real Object"
"4752",131,20,"Observed",14,4,534,"Real Object"
"4753",131,21,"Observed",16,4,667,"Real Object"
"4754",131,22,"Observed",7,2,434,"Real Object"
"4755",131,23,"Observed",17,5,734,"Real Object"
"4756",131,24,"Observed",6,2,700,"Real Object"
"4757",131,25,"Observed",14,4,NA,"Real Object"
"4758",131,26,"Observed",2,1,334,"Real Object"
"4759",131,27,"Observed",12,3,500,"Real Object"
"4760",131,28,"Observed",15,4,667,"Real Object"
"4761",131,29,"Observed",2,1,1200,"Real Object"
"4762",131,30,"Observed",10,3,1034,"Real Object"
"4763",131,31,"Observed",7,2,733,"Real Object"
"4764",131,32,"Observed",18,5,666,"Real Object"
"4765",131,33,"Observed",20,5,633,"Real Object"
"4766",131,34,"Observed",16,4,600,"Real Object"
"4767",131,35,"Observed",18,5,633,"Real Object"
"4768",131,36,"Observed",13,4,633,"Real Object"
"4769",131,37,"Observed",12,3,1234,"Real Object"
"4770",131,38,"Observed",17,5,633,"Real Object"
"4771",131,39,"Observed",12,3,533,"Real Object"
"4772",131,40,"Observed",19,5,633,"Real Object"
"4773",131,41,"Observed",5,2,500,"Real Object"
"4774",131,42,"Observed",14,4,667,"Real Object"
"4775",131,43,"Observed",13,4,967,"Real Object"
"4776",131,44,"Observed",8,2,367,"Real Object"
"4777",131,45,"Observed",13,4,667,"Real Object"
"4778",131,46,"Observed",3,1,400,"Real Object"
"4779",131,47,"Observed",11,3,533,"Real Object"
"4780",131,48,"Observed",6,2,533,"Real Object"
"4781",131,49,"Observed",11,3,533,"Real Object"
"4782",131,50,"Observed",4,1,400,"Real Object"
"4783",131,51,"Observed",7,2,500,"Real Object"
"4784",131,52,"Observed",10,3,466,"Real Object"
"4785",131,53,"Observed",3,1,300,"Real Object"
"4786",131,54,"Observed",20,5,NA,"Real Object"
"4787",131,55,"Observed",14,4,634,"Real Object"
"4788",131,56,"Observed",7,2,NA,"Real Object"
"4789",131,57,"Observed",22,6,667,"Real Object"
"4790",131,58,"Observed",14,4,700,"Real Object"
"4791",131,59,"Observed",22,6,634,"Real Object"
"4792",131,60,"Observed",10,3,600,"Real Object"
"4793",131,61,"Observed",21,6,667,"Real Object"
"4794",131,62,"Observed",7,2,533,"Real Object"
"4795",131,63,"Observed",21,6,766,"Real Object"
"4796",131,64,"Observed",4,1,334,"Real Object"
"4797",131,65,"Observed",3,1,234,"Real Object"
"4798",131,66,"Observed",10,3,600,"Real Object"
"4799",131,67,"Observed",23,6,700,"Real Object"
"4800",131,68,"Observed",20,5,700,"Real Object"
"4801",131,69,"Observed",24,6,800,"Real Object"
"4802",136,1,"Observed",11,3,NA,"Real Object"
"4803",136,2,"Observed",16,4,500,"Real Object"
"4804",136,3,"Observed",14,4,466,"Real Object"
"4805",136,4,"Observed",19,5,1167,"Real Object"
"4806",136,5,"Observed",6,2,333,"Real Object"
"4807",136,6,"Observed",11,3,733,"Real Object"
"4808",136,7,"Observed",8,2,533,"Real Object"
"4809",136,8,"Observed",24,6,567,"Real Object"
"4810",136,9,"Observed",3,1,400,"Real Object"
"4811",136,10,"Observed",5,2,400,"Real Object"
"4812",136,11,"Observed",2,1,266,"Real Object"
"4813",136,12,"Observed",13,4,534,"Real Object"
"4814",136,13,"Observed",1,1,267,"Real Object"
"4815",136,14,"Observed",5,2,867,"Real Object"
"4816",136,15,"Observed",4,1,300,"Real Object"
"4817",136,16,"Observed",8,2,300,"Real Object"
"4818",136,17,"Observed",12,3,400,"Real Object"
"4819",136,18,"Observed",17,5,1034,"Real Object"
"4820",136,19,"Observed",5,2,433,"Real Object"
"4821",136,20,"Observed",17,5,500,"Real Object"
"4822",136,21,"Observed",14,4,500,"Real Object"
"4823",136,22,"Observed",12,3,800,"Real Object"
"4824",136,23,"Observed",18,5,567,"Real Object"
"4825",136,24,"Observed",22,6,534,"Real Object"
"4826",136,25,"Observed",23,6,633,"Real Object"
"4827",136,26,"Observed",22,6,NA,"Real Object"
"4828",136,27,"Observed",24,6,667,"Real Object"
"4829",136,28,"Observed",21,6,767,"Real Object"
"4830",136,29,"Observed",9,3,567,"Real Object"
"4831",136,30,"Observed",19,5,600,"Real Object"
"4832",136,31,"Observed",1,1,NA,"Real Object"
"4833",136,32,"Observed",24,6,500,"Real Object"
"4834",136,33,"Observed",20,5,567,"Real Object"
"4835",136,34,"Observed",2,1,633,"Real Object"
"4836",136,35,"Observed",16,4,433,"Real Object"
"4837",136,36,"Observed",21,6,667,"Real Object"
"4838",136,37,"Observed",4,1,400,"Real Object"
"4839",136,38,"Observed",10,3,NA,"Real Object"
"4840",136,39,"Observed",3,1,467,"Real Object"
"4841",136,40,"Observed",13,4,533,"Real Object"
"4842",136,41,"Observed",9,3,533,"Real Object"
"4843",136,42,"Observed",8,2,400,"Real Object"
"4844",136,43,"Observed",19,5,500,"Real Object"
"4845",136,44,"Observed",8,2,534,"Real Object"
"4846",136,45,"Observed",4,1,367,"Real Object"
"4847",136,46,"Observed",21,6,566,"Real Object"
"4848",136,47,"Observed",16,4,NA,"Real Object"
"4849",136,48,"Observed",13,4,833,"Real Object"
"4850",136,49,"Observed",15,4,533,"Real Object"
"4851",136,50,"Observed",10,3,767,"Real Object"
"4852",136,51,"Observed",9,3,367,"Real Object"
"4853",136,52,"Observed",21,6,700,"Real Object"
"4854",136,53,"Observed",18,5,466,"Real Object"
"4855",136,54,"Observed",7,2,933,"Real Object"
"4856",136,55,"Observed",10,3,533,"Real Object"
"4857",136,56,"Observed",18,5,567,"Real Object"
"4858",136,57,"Observed",3,1,834,"Real Object"
"4859",136,58,"Observed",21,6,700,"Real Object"
"4860",136,59,"Observed",9,3,500,"Real Object"
"4861",136,60,"Observed",3,1,400,"Real Object"
"4862",136,61,"Observed",7,2,600,"Real Object"
"4863",136,62,"Observed",4,1,334,"Real Object"
"4864",136,63,"Observed",15,4,500,"Real Object"
"4865",136,64,"Observed",21,6,733,"Real Object"
"4866",142,1,"Unobserved",2,1,NA,"Real Object"
"4867",142,2,"Unobserved",10,3,467,"Real Object"
"4868",142,3,"Unobserved",1,1,467,"Real Object"
"4869",142,4,"Unobserved",2,1,400,"Real Object"
"4870",142,5,"Unobserved",5,2,533,"Real Object"
"4871",142,6,"Unobserved",7,2,600,"Real Object"
"4872",142,7,"Unobserved",5,2,566,"Real Object"
"4873",142,8,"Unobserved",6,2,NA,"Real Object"
"4874",142,9,"Unobserved",3,1,533,"Real Object"
"4875",142,10,"Unobserved",8,2,567,"Real Object"
"4876",142,11,"Unobserved",11,3,534,"Real Object"
"4877",142,12,"Unobserved",9,3,600,"Real Object"
"4878",142,13,"Unobserved",5,2,633,"Real Object"
"4879",142,14,"Unobserved",4,1,700,"Real Object"
"4880",142,15,"Unobserved",3,1,533,"Real Object"
"4881",142,16,"Unobserved",9,3,633,"Real Object"
"4882",142,17,"Unobserved",4,1,400,"Real Object"
"4883",142,18,"Unobserved",10,3,600,"Real Object"
"4884",142,19,"Unobserved",4,1,600,"Real Object"
"4885",142,20,"Unobserved",11,3,567,"Real Object"
"4886",142,21,"Unobserved",4,1,567,"Real Object"
"4887",142,22,"Unobserved",12,3,567,"Real Object"
"4888",142,23,"Unobserved",10,3,666,"Real Object"
"4889",142,24,"Unobserved",12,3,NA,"Real Object"
"4890",142,25,"Unobserved",3,1,500,"Real Object"
"4891",142,26,"Unobserved",13,4,667,"Real Object"
"4892",142,27,"Unobserved",4,1,400,"Real Object"
"4893",142,28,"Unobserved",14,4,700,"Real Object"
"4894",142,29,"Unobserved",9,3,600,"Real Object"
"4895",142,30,"Unobserved",15,4,633,"Real Object"
"4896",142,31,"Unobserved",16,4,733,"Real Object"
"4897",142,32,"Unobserved",4,1,433,"Real Object"
"4898",142,33,"Unobserved",3,1,733,"Real Object"
"4899",142,34,"Unobserved",20,5,900,"Real Object"
"4900",142,35,"Unobserved",8,2,533,"Real Object"
"4901",142,36,"Unobserved",19,5,834,"Real Object"
"4902",142,37,"Unobserved",6,2,600,"Real Object"
"4903",142,38,"Unobserved",9,3,567,"Real Object"
"4904",142,39,"Unobserved",13,4,734,"Real Object"
"4905",142,40,"Unobserved",6,2,534,"Real Object"
"4906",142,41,"Unobserved",14,4,766,"Real Object"
"4907",142,42,"Unobserved",17,5,733,"Real Object"
"4908",142,43,"Unobserved",18,5,800,"Real Object"
"4909",142,44,"Unobserved",17,5,700,"Real Object"
"4910",142,45,"Unobserved",19,5,767,"Real Object"
"4911",142,46,"Unobserved",21,6,900,"Real Object"
"4912",142,47,"Unobserved",5,2,533,"Real Object"
"4913",142,48,"Unobserved",21,6,900,"Real Object"
"4914",142,49,"Unobserved",22,6,900,"Real Object"
"4915",142,50,"Unobserved",3,1,633,"Real Object"
"4916",142,51,"Unobserved",23,6,900,"Real Object"
"4917",142,52,"Unobserved",19,5,633,"Real Object"
"4918",142,53,"Unobserved",24,6,1000,"Real Object"
"4919",142,54,"Unobserved",4,1,466,"Real Object"
"4920",142,55,"Unobserved",20,5,766,"Real Object"
"4921",142,56,"Unobserved",15,4,767,"Real Object"
"4922",142,57,"Unobserved",14,4,634,"Real Object"
"4923",142,58,"Unobserved",15,4,900,"Real Object"
"4924",142,59,"Unobserved",20,5,867,"Real Object"
"4925",142,60,"Unobserved",16,4,700,"Real Object"
"4926",142,61,"Unobserved",7,2,600,"Real Object"
"4927",142,62,"Unobserved",8,2,500,"Real Object"
"4928",142,63,"Unobserved",9,3,633,"Real Object"
"4929",142,64,"Unobserved",16,4,867,"Real Object"
"4930",142,65,"Unobserved",11,3,766,"Real Object"
"4931",142,66,"Unobserved",20,5,867,"Real Object"
"4932",102,1,"Observed",4,1,NA,"Real Object"
"4933",102,2,"Observed",7,2,500,"Real Object"
"4934",102,3,"Observed",2,1,700,"Real Object"
"4935",102,4,"Observed",6,2,NA,"Real Object"
"4936",102,5,"Observed",12,3,667,"Real Object"
"4937",102,6,"Observed",8,2,633,"Real Object"
"4938",102,7,"Observed",3,1,500,"Real Object"
"4939",102,8,"Observed",8,2,433,"Real Object"
"4940",102,9,"Observed",1,1,600,"Real Object"
"4941",102,10,"Observed",2,1,533,"Real Object"
"4942",102,11,"Observed",5,2,733,"Real Object"
"4943",102,12,"Observed",11,3,634,"Real Object"
"4944",102,13,"Observed",12,3,700,"Real Object"
"4945",102,14,"Observed",15,4,867,"Real Object"
"4946",102,15,"Observed",14,4,1033,"Real Object"
"4947",102,16,"Observed",16,4,633,"Real Object"
"4948",102,17,"Observed",9,3,1067,"Real Object"
"4949",102,18,"Observed",20,5,834,"Real Object"
"4950",102,19,"Observed",18,5,633,"Real Object"
"4951",102,20,"Observed",7,2,1200,"Real Object"
"4952",102,21,"Observed",6,2,734,"Real Object"
"4953",102,22,"Observed",20,5,667,"Real Object"
"4954",102,23,"Observed",18,5,734,"Real Object"
"4955",102,24,"Observed",20,5,800,"Real Object"
"4956",102,25,"Observed",19,5,NA,"Real Object"
"4957",102,26,"Observed",23,6,1367,"Real Object"
"4958",102,27,"Observed",14,4,867,"Real Object"
"4959",102,28,"Observed",23,6,733,"Real Object"
"4960",102,29,"Observed",17,5,766,"Real Object"
"4961",102,30,"Observed",12,3,NA,"Real Object"
"4962",102,31,"Observed",13,4,734,"Real Object"
"4963",102,32,"Observed",6,2,467,"Real Object"
"4964",102,33,"Observed",19,5,733,"Real Object"
"4965",102,34,"Observed",21,6,833,"Real Object"
"4966",102,35,"Observed",11,3,467,"Real Object"
"4967",102,36,"Observed",7,2,466,"Real Object"
"4968",102,37,"Observed",5,2,633,"Real Object"
"4969",102,38,"Observed",15,4,NA,"Real Object"
"4970",102,39,"Observed",21,6,1433,"Real Object"
"4971",102,40,"Observed",15,4,600,"Real Object"
"4972",102,41,"Observed",24,6,800,"Real Object"
"4973",102,42,"Observed",5,2,533,"Real Object"
"4974",102,43,"Observed",4,1,467,"Real Object"
"4975",102,44,"Observed",22,6,1300,"Real Object"
"4976",102,45,"Observed",10,3,633,"Real Object"
"4977",102,46,"Observed",16,4,834,"Real Object"
"4978",102,47,"Observed",4,1,400,"Real Object"
"4979",102,48,"Observed",16,4,600,"Real Object"
"4980",102,49,"Observed",19,5,666,"Real Object"
"4981",102,50,"Observed",22,6,933,"Real Object"
"4982",102,51,"Observed",10,3,500,"Real Object"
"4983",102,52,"Observed",9,3,467,"Real Object"
"4984",105,1,"Observed",4,1,NA,"Real Object"
"4985",105,2,"Observed",3,1,533,"Real Object"
"4986",105,3,"Observed",6,2,NA,"Real Object"
"4987",105,4,"Observed",1,1,567,"Real Object"
"4988",105,5,"Observed",11,3,NA,"Real Object"
"4989",105,6,"Observed",7,2,700,"Real Object"
"4990",105,7,"Observed",5,2,1000,"Real Object"
"4991",105,8,"Observed",8,2,633,"Real Object"
"4992",105,9,"Observed",2,1,333,"Real Object"
"4993",105,10,"Observed",3,1,400,"Real Object"
"4994",105,11,"Observed",4,1,466,"Real Object"
"4995",105,12,"Observed",2,1,467,"Real Object"
"4996",105,13,"Observed",9,3,967,"Real Object"
"4997",105,14,"Observed",1,1,534,"Real Object"
"4998",105,15,"Observed",14,4,1067,"Real Object"
"4999",105,16,"Observed",1,1,367,"Real Object"
"5000",105,17,"Observed",16,4,1033,"Real Object"
"5001",105,18,"Observed",3,1,600,"Real Object"
"5002",105,19,"Observed",15,4,800,"Real Object"
"5003",105,20,"Observed",8,2,600,"Real Object"
"5004",105,21,"Observed",13,4,1034,"Real Object"
"5005",105,22,"Observed",19,5,1200,"Real Object"
"5006",105,23,"Observed",9,3,800,"Real Object"
"5007",105,24,"Observed",10,3,833,"Real Object"
"5008",105,25,"Observed",17,5,867,"Real Object"
"5009",105,26,"Observed",5,2,567,"Real Object"
"5010",105,27,"Observed",19,5,1034,"Real Object"
"5011",105,28,"Observed",9,3,734,"Real Object"
"5012",105,29,"Observed",13,4,733,"Real Object"
"5013",105,30,"Observed",23,6,900,"Real Object"
"5014",105,31,"Observed",10,3,734,"Real Object"
"5015",105,32,"Observed",23,6,800,"Real Object"
"5016",105,33,"Observed",24,6,1000,"Real Object"
"5017",105,34,"Observed",13,4,967,"Real Object"
"5018",105,35,"Observed",9,3,667,"Real Object"
"5019",105,36,"Observed",24,6,866,"Real Object"
"5020",105,37,"Observed",21,6,1133,"Real Object"
"5021",105,38,"Observed",6,2,800,"Real Object"
"5022",105,39,"Observed",8,2,766,"Real Object"
"5023",105,40,"Observed",20,5,767,"Real Object"
"5024",105,41,"Observed",15,4,766,"Real Object"
"5025",105,42,"Observed",18,5,NA,"Real Object"
"5026",105,43,"Observed",13,4,666,"Real Object"
"5027",105,44,"Observed",18,5,633,"Real Object"
"5028",105,45,"Observed",6,2,767,"Real Object"
"5029",105,46,"Observed",22,6,834,"Real Object"
"5030",105,47,"Observed",12,3,767,"Real Object"
"5031",105,48,"Observed",20,5,766,"Real Object"
"5032",105,49,"Observed",19,5,900,"Real Object"
"5033",105,50,"Observed",8,2,567,"Real Object"
"5034",105,51,"Observed",15,4,633,"Real Object"
"5035",105,52,"Observed",21,6,733,"Real Object"
"5036",106,1,"Observed",1,1,NA,"Real Object"
"5037",106,2,"Observed",2,1,600,"Real Object"
"5038",106,3,"Observed",6,2,700,"Real Object"
"5039",106,4,"Observed",9,3,833,"Real Object"
"5040",106,5,"Observed",5,2,567,"Real Object"
"5041",106,6,"Observed",11,3,1200,"Real Object"
"5042",106,7,"Observed",3,1,400,"Real Object"
"5043",106,8,"Observed",10,3,767,"Real Object"
"5044",106,9,"Observed",5,2,NA,"Real Object"
"5045",106,10,"Observed",10,3,600,"Real Object"
"5046",106,11,"Observed",12,3,933,"Real Object"
"5047",106,12,"Observed",7,2,567,"Real Object"
"5048",106,13,"Observed",11,3,700,"Real Object"
"5049",106,14,"Observed",4,1,600,"Real Object"
"5050",106,15,"Observed",8,2,767,"Real Object"
"5051",106,16,"Observed",14,4,1000,"Real Object"
"5052",106,17,"Observed",13,4,1067,"Real Object"
"5053",106,18,"Observed",16,4,833,"Real Object"
"5054",106,19,"Observed",18,5,1033,"Real Object"
"5055",106,20,"Observed",13,4,967,"Real Object"
"5056",106,21,"Observed",14,4,834,"Real Object"
"5057",106,22,"Observed",15,4,733,"Real Object"
"5058",106,23,"Observed",7,2,433,"Real Object"
"5059",106,24,"Observed",8,2,500,"Real Object"
"5060",106,25,"Observed",19,5,1000,"Real Object"
"5061",106,26,"Observed",7,2,367,"Real Object"
"5062",106,27,"Observed",20,5,1167,"Real Object"
"5063",106,28,"Observed",7,2,500,"Real Object"
"5064",106,29,"Observed",14,4,566,"Real Object"
"5065",106,30,"Observed",20,5,800,"Real Object"
"5066",106,31,"Observed",1,1,467,"Real Object"
"5067",106,32,"Observed",16,4,733,"Real Object"
"5068",106,33,"Observed",12,3,1034,"Real Object"
"5069",106,34,"Observed",1,1,467,"Real Object"
"5070",106,35,"Observed",2,1,500,"Real Object"
"5071",106,36,"Observed",8,2,533,"Real Object"
"5072",106,38,"Observed",8,2,600,"Real Object"
"5073",106,39,"Observed",21,6,1134,"Real Object"
"5074",106,40,"Observed",2,1,467,"Real Object"
"5075",106,41,"Observed",3,1,467,"Real Object"
"5076",106,42,"Observed",23,6,1100,"Real Object"
"5077",106,43,"Observed",16,4,600,"Real Object"
"5078",106,44,"Observed",23,6,900,"Real Object"
"5079",106,45,"Observed",24,6,1033,"Real Object"
"5080",106,46,"Observed",3,1,NA,"Real Object"
"5081",106,47,"Observed",7,2,867,"Real Object"
"5082",106,48,"Observed",19,5,967,"Real Object"
"5083",106,49,"Observed",15,4,667,"Real Object"
"5084",106,50,"Observed",19,5,933,"Real Object"
"5085",106,51,"Observed",7,2,467,"Real Object"
"5086",106,52,"Observed",22,6,933,"Real Object"
"5087",107,1,"Observed",1,1,NA,"Real Object"
"5088",107,2,"Observed",6,2,NA,"Real Object"
"5089",107,3,"Observed",5,2,467,"Real Object"
"5090",107,4,"Observed",1,1,366,"Real Object"
"5091",107,5,"Observed",3,1,333,"Real Object"
"5092",107,6,"Observed",4,1,433,"Real Object"
"5093",107,7,"Observed",7,2,433,"Real Object"
"5094",107,8,"Observed",5,2,466,"Real Object"
"5095",107,9,"Observed",2,1,333,"Real Object"
"5096",107,10,"Observed",10,3,533,"Real Object"
"5097",107,11,"Observed",11,3,600,"Real Object"
"5098",107,12,"Observed",3,1,334,"Real Object"
"5099",107,13,"Observed",7,2,400,"Real Object"
"5100",107,14,"Observed",4,1,567,"Real Object"
"5101",107,15,"Observed",2,1,267,"Real Object"
"5102",107,16,"Observed",6,2,534,"Real Object"
"5103",107,17,"Observed",9,3,534,"Real Object"
"5104",107,18,"Observed",3,1,300,"Real Object"
"5105",107,20,"Observed",2,1,400,"Real Object"
"5106",107,21,"Observed",3,1,534,"Real Object"
"5107",107,22,"Observed",12,3,567,"Real Object"
"5108",107,23,"Observed",11,3,533,"Real Object"
"5109",107,24,"Observed",2,1,433,"Real Object"
"5110",107,25,"Observed",4,1,400,"Real Object"
"5111",107,26,"Observed",14,4,633,"Real Object"
"5112",107,27,"Observed",2,1,367,"Real Object"
"5113",107,28,"Observed",14,4,667,"Real Object"
"5114",107,29,"Observed",11,3,600,"Real Object"
"5115",107,30,"Observed",7,2,867,"Real Object"
"5116",107,31,"Observed",8,2,500,"Real Object"
"5117",107,32,"Observed",6,2,466,"Real Object"
"5118",107,33,"Observed",10,3,600,"Real Object"
"5119",107,34,"Observed",13,4,666,"Real Object"
"5120",107,35,"Observed",11,3,NA,"Real Object"
"5121",107,36,"Observed",15,4,NA,"Real Object"
"5122",107,37,"Observed",16,4,933,"Real Object"
"5123",107,38,"Observed",9,3,467,"Real Object"
"5124",107,39,"Observed",7,2,933,"Real Object"
"5125",107,40,"Observed",10,3,567,"Real Object"
"5126",107,41,"Observed",16,4,700,"Real Object"
"5127",107,42,"Observed",19,5,733,"Real Object"
"5128",107,43,"Observed",4,1,NA,"Real Object"
"5129",107,44,"Observed",7,2,467,"Real Object"
"5130",107,45,"Observed",9,3,467,"Real Object"
"5131",107,46,"Observed",19,5,667,"Real Object"
"5132",107,47,"Observed",15,4,666,"Real Object"
"5133",107,48,"Observed",20,5,700,"Real Object"
"5134",107,49,"Observed",18,5,667,"Real Object"
"5135",107,50,"Observed",4,1,466,"Real Object"
"5136",107,51,"Observed",17,5,934,"Real Object"
"5137",107,52,"Observed",22,6,833,"Real Object"
"5138",107,53,"Observed",21,6,767,"Real Object"
"5139",107,54,"Observed",7,2,534,"Real Object"
"5140",107,55,"Observed",20,5,734,"Real Object"
"5141",107,56,"Observed",23,6,733,"Real Object"
"5142",107,57,"Observed",15,4,567,"Real Object"
"5143",107,58,"Observed",24,6,800,"Real Object"
"5144",108,1,"Observed",21,6,NA,"Real Object"
"5145",108,2,"Observed",22,6,NA,"Real Object"
"5146",108,3,"Observed",17,5,700,"Real Object"
"5147",108,4,"Observed",14,4,1467,"Real Object"
"5148",108,5,"Observed",13,4,767,"Real Object"
"5149",108,6,"Observed",13,4,800,"Real Object"
"5150",108,7,"Observed",22,6,767,"Real Object"
"5151",108,8,"Observed",9,3,1034,"Real Object"
"5152",108,9,"Observed",5,2,767,"Real Object"
"5153",108,10,"Observed",1,1,467,"Real Object"
"5154",108,11,"Observed",2,1,367,"Real Object"
"5155",108,12,"Observed",21,6,1034,"Real Object"
"5156",108,13,"Observed",17,5,633,"Real Object"
"5157",108,14,"Observed",2,1,500,"Real Object"
"5158",108,15,"Observed",6,2,967,"Real Object"
"5159",108,16,"Observed",13,4,1734,"Real Object"
"5160",108,17,"Observed",10,3,834,"Real Object"
"5161",108,18,"Observed",14,4,633,"Real Object"
"5162",108,19,"Observed",18,5,700,"Real Object"
"5163",108,20,"Observed",3,1,533,"Real Object"
"5164",108,21,"Observed",14,4,700,"Real Object"
"5165",108,22,"Observed",11,3,433,"Real Object"
"5166",108,23,"Observed",10,3,466,"Real Object"
"5167",108,24,"Observed",3,1,700,"Real Object"
"5168",108,25,"Observed",15,4,900,"Real Object"
"5169",108,26,"Observed",18,5,NA,"Real Object"
"5170",108,27,"Observed",14,4,1200,"Real Object"
"5171",108,28,"Observed",19,5,567,"Real Object"
"5172",108,29,"Observed",5,2,633,"Real Object"
"5173",108,30,"Observed",19,5,633,"Real Object"
"5174",108,31,"Observed",23,6,800,"Real Object"
"5175",108,32,"Observed",11,3,634,"Real Object"
"5176",108,33,"Observed",4,1,633,"Real Object"
"5177",108,34,"Observed",15,4,1800,"Real Object"
"5178",108,35,"Observed",18,5,767,"Real Object"
"5179",108,36,"Observed",4,1,333,"Real Object"
"5180",108,37,"Observed",8,2,467,"Real Object"
"5181",108,38,"Observed",12,3,533,"Real Object"
"5182",108,39,"Observed",14,4,533,"Real Object"
"5183",108,40,"Observed",12,3,700,"Real Object"
"5184",108,41,"Observed",16,4,633,"Real Object"
"5185",108,42,"Observed",8,2,500,"Real Object"
"5186",108,43,"Observed",20,5,734,"Real Object"
"5187",108,44,"Observed",24,6,666,"Real Object"
"5188",108,45,"Observed",21,6,900,"Real Object"
"5189",108,46,"Observed",24,6,667,"Real Object"
"5190",108,47,"Observed",1,1,NA,"Real Object"
"5191",108,48,"Observed",15,4,533,"Real Object"
"5192",108,49,"Observed",7,2,467,"Real Object"
"5193",108,50,"Observed",20,5,700,"Real Object"
"5194",117,1,"Observed",6,2,NA,"Real Object"
"5195",117,2,"Observed",7,2,633,"Real Object"
"5196",117,3,"Observed",16,4,800,"Real Object"
"5197",117,4,"Observed",12,3,533,"Real Object"
"5198",117,5,"Observed",14,4,NA,"Real Object"
"5199",117,6,"Observed",10,3,600,"Real Object"
"5200",117,7,"Observed",9,3,NA,"Real Object"
"5201",117,8,"Observed",10,3,733,"Real Object"
"5202",117,9,"Observed",1,1,767,"Real Object"
"5203",117,10,"Observed",2,1,734,"Real Object"
"5204",117,11,"Observed",6,2,NA,"Real Object"
"5205",117,12,"Observed",16,4,600,"Real Object"
"5206",117,13,"Observed",19,5,934,"Real Object"
"5207",117,14,"Observed",6,2,500,"Real Object"
"5208",117,15,"Observed",17,5,967,"Real Object"
"5209",117,16,"Observed",23,6,867,"Real Object"
"5210",117,17,"Observed",16,4,566,"Real Object"
"5211",117,18,"Observed",23,6,833,"Real Object"
"5212",117,19,"Observed",21,6,933,"Real Object"
"5213",117,20,"Observed",17,5,767,"Real Object"
